customer_no,total_enq_amt,total_enq_count
10609,3949701.0,40
10610,1107000.0,19
10611,2476000.0,16
10612,8694129.0,40
10613,9086200.0,19
10614,672000.0,14
10615,773000.0,8
10616,100310000.0,15
10617,102015900.0,34
10618,4464000.0,52
10619,2652000.0,19
10620,13191118.0,9
10621,116472100.0,40
10622,1965492.0,30
10623,1420000.0,9
10624,2639000.0,13
10625,9939001.0,56
10626,231100.0,9
10627,62000.0,4
10628,90000.0,5
10629,817000.0,9
10630,1473510.0,10
10631,5595180.0,43
10632,3449000.0,15
10633,16145000.0,24
10634,116000.0,4
10635,150000.0,2
10636,418000.0,10
10637,111000.0,4
10638,14583008.0,61
10639,736000.0,10
10640,561600.0,9
10641,1596000.0,12
10642,306293000.0,13
10643,2686601.0,17
10644,1353000.0,24
10645,2860010.0,11
10646,382000.0,6
10647,0.0,0
10648,1250900.0,6
10649,362000.0,13
10650,440000.0,12
10651,4435500.0,15
10652,348000.0,15
10653,196000.0,5
10654,10673001.0,38
10655,753000.0,9
10656,1772250.0,17
10657,63921788.0,59
10658,731000.0,18
10659,104377102.0,38
10660,639202.0,24
10661,585391.0,16
10662,106609000.0,17
10663,8610001.0,21
10664,2175400.0,34
10665,647000.0,5
10666,2098440.0,25
10667,1100.0,2
10668,1000.0,1
10669,638500.0,8
10670,9409436.0,55
10671,20646000.0,16
10672,11771000.0,26
10673,68000.0,5
10674,13826111.0,35
10675,1616000.0,7
10676,1688000.0,21
10677,2337001.0,22
10678,569000.0,8
10679,3258850.0,23
10680,8424455.0,56
10681,5007980.0,19
10682,692202.0,14
10683,375990.0,8
10684,3654001.0,24
10685,102251100.0,25
10686,1483719.0,11
10687,757500.0,13
10688,3181697.0,32
10689,1622900.0,16
10690,21283000.0,18
10691,82500.0,3
10692,1661850.0,38
10693,3162525.0,23
10694,3064000.0,24
10695,15962001.0,47
10696,640600.0,14
10697,71000.0,4
10698,912000.0,12
10699,778000.0,17
10700,2442734.0,29
10701,6073001.0,30
10702,3442500.0,27
10703,7418603.0,42
10704,11637000.0,10
10705,293000.0,5
10706,1284000.0,23
10707,14250397.0,65
10708,7607010.0,11
10709,1049000.0,25
10710,108028100.0,24
10711,122041100.0,40
10712,9796510.0,18
10713,51000.0,2
10714,3987838.0,35
10715,1640176.0,9
10716,1864919.0,17
10717,138010.0,4
10718,291000.0,10
10719,2739000.0,26
10720,1346242.0,15
10721,891101.0,13
10722,3211000.0,7
10723,157492.0,6
10724,187788.0,4
10725,2202000.0,22
10726,872150.0,9
10727,157018.0,6
10728,6229101.0,9
10729,10180000.0,9
10730,54130380.0,82
10731,2166100.0,13
10732,1226000.0,11
10733,10530001.0,19
10734,2700096.0,22
10735,2049000.0,8
10736,99580681.0,71
10737,1792010.0,17
10738,1324387.0,23
10739,650000.0,20
10740,2836000.0,11
10741,1271200.0,15
10742,2393000.0,10
10743,3632504.0,12
10744,517535000.0,28
10745,388000.0,13
10746,994000.0,8
10747,1431302.0,25
10748,100782604.0,19
10749,101000.0,3
10750,1504400.0,12
10751,1191100.0,18
10752,67000.0,4
10753,61000.0,3
10754,161500.0,7
10755,31244100.0,38
10756,1251500.0,13
10757,105465809.0,25
10758,161000.0,5
10759,1424500.0,18
10760,4744000.0,18
10761,1712100.0,18
10762,1868812.0,15
10763,206708000.0,25
10764,811847.0,17
10765,859101.0,11
10766,718000.0,10
10767,369000.0,12
10768,26755101.0,54
10769,4705101.0,16
10770,3851000.0,10
10771,10130562.0,10
10772,5488000.0,10
10773,7725400.0,11
10774,2105702.0,34
10775,714135.0,22
10776,1491100.0,32
10777,282000.0,8
10778,15016840.0,15
10779,141000.0,5
10780,164000.0,5
10781,423501.0,8
10782,12400000.0,5
10783,1926000.0,4
10784,6024001.0,27
10785,3785101.0,22
10786,4008200.0,37
10787,173001.0,5
10788,2231100.0,13
10789,263000.0,7
10790,304555300.0,23
10791,2052699.0,11
10792,3087501.0,33
10793,1831000.0,15
10794,543665.0,10
10795,321000.0,10
10796,1518000.0,15
10797,101000.0,3
10798,11217300.0,28
10799,227000.0,8
10800,2237250.0,27
10801,169600.0,5
10802,1120001.0,14
10803,911000.0,8
10804,608001.0,18
10805,189000.0,10
10806,3394000.0,26
10807,185001.0,10
10808,4392004.0,29
10809,1516644.0,24
10810,1143300.0,10
10811,586300.0,13
10812,375000.0,19
10813,105663154.0,74
10814,117060440.0,43
10815,1476201.0,16
10816,206101.0,11
10817,7004400.0,17
10818,2765000.0,26
10819,636780.0,13
10820,2098802.0,22
10821,1131299.0,18
10822,808000.0,9
10823,721000.0,12
10824,748600.0,13
10825,5698700.0,43
10826,124102.0,7
10827,1923001.0,17
10828,1060000.0,11
10829,3366000.0,14
10830,3639003.0,19
10831,2366666.0,26
10832,167000.0,5
10833,28978505.0,71
10834,472684.0,18
10835,659501.0,14
10836,2155000.0,12
10837,1397938.0,26
10838,1217000.0,6
10839,7418988.0,23
10840,205000.0,3
10841,9410100.0,18
10842,771000.0,10
10843,1108400.0,20
10844,868001.0,16
10845,541150.0,19
10846,8958667.0,30
10847,192000.0,4
10848,7967945.0,53
10849,6441297.0,38
10850,18743483.0,16
10851,1148000.0,8
10852,252000.0,7
10853,269001.0,11
10854,94000.0,2
10855,131716684.0,48
10856,101000.0,3
10857,62000.0,4
10858,1228200.0,21
10859,126000.0,4
10860,1207690.0,8
10861,107099.0,3
10862,782000.0,17
10863,1116002.0,9
10864,707500.0,14
10865,2346100.0,22
10866,1955000.0,11
10867,109144966.0,51
10868,3582300.0,35
10869,1200100.0,10
10870,101000.0,3
10871,2670500.0,16
10872,7959003.0,36
10873,1672000.0,15
10874,401550.0,12
10875,86000.0,5
10876,375000.0,2
10877,926000.0,16
10878,1093700.0,23
10879,7312314.0,16
10880,1651000.0,20
10881,18263300.0,18
10882,1576001.0,25
10883,836000.0,37
10884,6071250.0,39
10885,217753100.0,26
10886,5321002.0,18
10887,1209998.0,11
10888,1877001.0,6
10889,820800.0,8
10890,1266801.0,15
10891,1000.0,1
10892,113164807.0,46
10893,160000.0,3
10894,173000.0,8
10895,21277000.0,7
10896,1950002.0,17
10897,3316703.0,20
10898,129990.0,5
10899,1476000.0,10
10900,3211150.0,20
10901,756503.0,9
10902,3749899.0,34
10903,661000.0,10
10904,5106000.0,13
10905,1151000.0,8
10906,295680.0,3
10907,914500.0,11
10908,1000.0,1
10909,1936200.0,15
10910,392000.0,11
10911,173001.0,6
10912,336004.0,10
10913,119343001.0,60
10914,6157100.0,34
10915,1461400.0,11
10916,2750000.0,10
10917,1852002.0,23
10918,271000.0,10
10919,7901000.0,25
10920,60000.0,2
10921,1496001.0,27
10922,119836010.0,40
10923,1697000.0,14
10924,3613500.0,9
10925,287000.0,8
10926,989000.0,14
10927,5478000.0,16
10928,8676700.0,15
10929,4161000.0,10
10930,237000.0,8
10931,1123271.0,12
10932,4601003.0,46
10933,212000.0,6
10934,227000.0,6
10935,11737000.0,22
10936,746924.0,8
10937,3984625.0,11
10938,104049861.0,52
10939,1327000.0,25
10940,3430101.0,24
10941,901000.0,8
10942,740938.0,11
10943,8660101.0,35
10944,419010.0,5
10945,1231000.0,6
10946,1882000.0,20
10947,6879454.0,36
10948,165000.0,3
10949,3232100.0,25
10950,734400.0,8
10951,14628202.0,80
10952,372000.0,6
10953,101000.0,3
10954,3291424.0,23
10955,1171113.0,10
10956,224000.0,5
10957,12140304.0,41
10958,591774.0,7
10959,492580.0,18
10960,6229001.0,27
10961,586000.0,12
10962,161000.0,4
10963,1068000.0,14
10964,1668000.0,3
10965,2051000.0,4
10966,11090000.0,23
10967,3146359.0,23
10968,336600.0,10
10969,768002.0,12
10970,1000594.0,10
10971,952000.0,28
10972,7715152.0,63
10973,226000.0,7
10974,19359571.0,64
10975,7879865.0,37
10976,1834000.0,13
10977,1657610.0,11
10978,2061000.0,4
10979,3499500.0,24
10980,303940100.0,51
10981,4249999.0,32
10982,73000.0,6
10983,273000.0,9
10984,51000.0,2
10985,8364392.0,26
10986,19235000.0,26
10987,999000.0,10
10988,487000.0,8
10989,193235.0,4
10990,3176000.0,5
10991,12611000.0,32
10992,522000.0,18
10993,147034000.0,43
10994,110877423.0,113
10995,6319637.0,46
10996,229000.0,8
10997,402000.0,9
10998,1469264.0,9
10999,3122000.0,8
11000,348010.0,9
11001,560000.0,3
11002,150000.0,2
11003,340500.0,14
11004,6113000.0,7
11005,82000.0,4
11006,1263101.0,20
11007,273000.0,9
11008,26425992.0,20
11009,155000.0,12
11010,490923.0,6
11011,15500001.0,19
11012,1347000.0,8
11013,8295692.0,64
11014,12158007.0,34
11015,4293103.0,28
11016,1488375.0,29
11017,3423800.0,36
11018,1119302.0,16
11019,1282510.0,19
11020,1297001.0,10
11021,3673002.0,26
11022,707002.0,20
11023,4147700.0,29
11024,94000.0,3
11025,1108990.0,28
11026,1362000.0,20
11027,5433000.0,15
11028,1121004.0,12
11029,990002.0,24
11030,271000.0,8
11031,531000.0,15
11032,886400.0,10
11033,679592.0,4
11034,200100.0,4
11035,100000.0,3
11036,1820672.0,13
11037,178250.0,7
11038,1486400.0,9
11039,1050000.0,2
11040,15291010.0,35
11041,692000.0,14
11042,651100.0,14
11043,135000.0,5
11044,7433010.0,17
11045,524000.0,17
11046,121000.0,5
11047,5252301.0,15
11048,827000.0,18
11049,448000.0,10
11050,17180006.0,40
11051,20966001.0,12
11052,15191223.0,20
11053,2868617.0,31
11054,250000.0,1
11055,371000.0,11
11056,3395300.0,35
11057,4551704.0,14
11058,2611703.0,20
11059,3653503.0,11
11060,4217001.0,37
11061,1630000.0,16
11062,6552101.0,30
11063,34024256.0,29
11064,5841000.0,13
11065,4815300.0,16
11066,1916895.0,13
11067,5653212.0,45
11068,450000.0,13
11069,124000201.0,35
11070,1034000.0,14
11071,2161773.0,13
11072,444262.0,16
11073,246800.0,7
11074,2360501.0,17
11075,275000.0,3
11076,3448402.0,31
11077,680356.0,19
11078,110000.0,6
11079,2640201.0,34
11080,1211000.0,8
11081,260980.0,7
11082,157000.0,6
11083,1133000.0,13
11084,2394600.0,18
11085,2852000.0,19
11086,3894101.0,26
11087,2591020.0,22
11088,10399423.0,77
11089,9494000.0,14
11090,462451.0,7
11091,1077956.0,15
11092,433500.0,8
11093,732000.0,15
11094,344901.0,10
11095,9202003.0,30
11096,932000.0,10
11097,54924684.0,10
11098,2813901.0,19
11099,12018150.0,37
11100,5421300.0,13
11101,1212222.0,18
11102,2303770.0,33
11103,2589000.0,30
11104,215100.0,5
11105,312000.0,10
11106,1109462.0,9
11107,2232501.0,17
11108,5074000.0,12
11109,1074844.0,16
11110,37882303.0,31
11111,21841001.0,21
11112,173901000.0,19
11113,10738417.0,33
11114,681100.0,11
11115,2003001.0,5
11116,8297103.0,16
11117,2241500.0,14
11118,11721110.0,16
11119,1516101.0,22
11120,162103.0,7
11121,7306000.0,23
11122,202000.0,5
11123,104321829.0,35
11124,1886391.0,25
11125,2683603.0,31
11126,193625000.0,50
11127,381000.0,13
11128,0.0,0
11129,11000.0,2
11130,252000.0,5
11131,7864390.0,17
11132,411000.0,10
11133,8842393.0,51
11134,1081000.0,18
11135,231000.0,7
11136,687000.0,14
11137,728000.0,8
11138,776000.0,7
11139,292100.0,12
11140,450000.0,8
11141,3300809.0,37
11142,439303.0,12
11143,300000.0,10
11144,4336703.0,48
11145,4750719.0,21
11146,3637899.0,14
11147,2841000.0,5
11148,2283000.0,16
11149,1281000.0,8
11150,512500.0,6
11151,5791001.0,20
11152,636300.0,8
11153,462600.0,12
11154,891000.0,10
11155,924000.0,14
11156,851000.0,7
11157,715000.0,15
11158,923514.0,13
11159,28951002.0,24
11160,55724001.0,23
11161,3092001.0,38
11162,8383151.0,15
11163,5313013.0,26
11164,36075401.0,48
11165,84900.0,3
11166,20582000.0,18
11167,667007.0,9
11168,785929.0,15
11169,761400.0,19
11170,2772001.0,25
11171,218710.0,5
11172,147000.0,7
11173,392010.0,11
11174,2957000.0,18
11175,373400.0,11
11176,2999778.0,35
11177,3158200.0,33
11178,557000.0,12
11179,743340.0,12
11180,1149100.0,31
11181,1820001.0,6
11182,340000.0,9
11183,3167500.0,31
11184,327600.0,11
11185,1100.0,2
11186,1233688.0,23
11187,109753500.0,84
11188,9521001.0,25
11189,2547925.0,32
11190,1613602.0,18
11191,2894013.0,34
11192,912000.0,8
11193,2229001.0,20
11194,632001.0,12
11195,971000.0,16
11196,853000.0,10
11197,1553000.0,11
11198,51000.0,2
11199,200010.0,5
11200,5074206.0,36
11201,5163801.0,21
11202,1219600.0,5
11203,2255501.0,21
11204,6744001.0,11
11205,52000.0,3
11206,401000.0,4
11207,431000.0,11
11208,505000.0,10
11209,112000.0,9
11210,687000.0,8
11211,101060100.0,7
11212,1415301.0,19
11213,5701059.0,6
11214,131000.0,6
11215,121897000.0,14
11216,5878501.0,13
11217,3333020.0,16
11218,6997801.0,22
11219,2250100.0,19
11220,5376770.0,21
11221,3961000.0,10
11222,52000.0,3
11223,11095800.0,32
11224,3448000.0,21
11225,4272001.0,17
11226,11761402.0,43
11227,517000.0,12
11228,160300.0,9
11229,55001.0,2
11230,0.0,0
11231,5051001.0,4
11232,31723478.0,17
11233,6191868.0,25
11234,141000.0,5
11235,1672301.0,13
11236,103193500.0,30
11237,1258100.0,18
11238,8472538.0,20
11239,3552000.0,36
11240,813900.0,11
11241,1536211.0,24
11242,214990.0,13
11243,1583000.0,21
11244,266750.0,10
11245,2011000.0,23
11246,4730211.0,31
11247,1356500.0,14
11248,322711.0,22
11249,79000.0,7
11250,51000.0,2
11251,34368200.0,24
11252,7921102.0,24
11253,13524001.0,26
11254,3773005.0,22
11255,1687001.0,20
11256,261000.0,5
11257,161000.0,5
11258,187890.0,6
11259,736000.0,10
11260,9760502.0,56
11261,1013000.0,17
11262,1626002.0,14
11263,508562.0,15
11264,1701000.0,15
11265,2165000.0,33
11266,2136000.0,13
11267,4250000.0,4
11268,52000.0,3
11269,252000.0,10
11270,584202.0,20
11271,321000.0,6
11272,2415302.0,31
11273,935978.0,5
11274,1522101.0,20
11275,1605100.0,19
11276,3613401.0,27
11277,2711000.0,13
11278,114200.0,6
11279,575802.0,14
11280,7253011.0,32
11281,12510000.0,12
11282,16177104.0,60
11283,201000.0,4
11284,87000.0,4
11285,52000.0,3
11286,2000.0,2
11287,151000.0,3
11288,1785792.0,11
11289,7054000.0,29
11290,385000.0,6
11291,101000.0,3
11292,1638101.0,18
11293,383001.0,8
11294,10372000.0,10
11295,151000.0,4
11296,351500.0,7
11297,100251000.0,7
11298,120615090.0,18
11299,1076000.0,20
11300,102530301.0,26
11301,767191.0,19
11302,1949100.0,22
11303,2188001.0,20
11304,9055456.0,33
11305,3790200.0,18
11306,51000.0,2
11307,3108331.0,14
11308,1715000.0,16
11309,200000.0,5
11310,3677000.0,16
11311,902000.0,7
11312,583000.0,8
11313,987611.0,9
11314,1316000.0,9
11315,73501.0,4
11316,4731000.0,37
11317,176000.0,5
11318,1424001.0,10
11319,53000.0,4
11320,1261000.0,11
11321,2090100.0,21
11322,6747800.0,38
11323,4339000.0,11
11324,426000.0,5
11325,2847490.0,30
11326,5301006.0,38
11327,5931000.0,11
11328,202000.0,6
11329,2178000.0,17
11330,111000.0,3
11331,10990000.0,13
11332,10523327.0,14
11333,836000.0,17
11334,468000.0,10
11335,3757801.0,25
11336,10881000.0,10
11337,173000.0,8
11338,11049602.0,42
11339,261000.0,6
11340,147051300.0,24
11341,400000.0,7
11342,1932000.0,10
11343,105424302.0,32
11344,411800.0,12
11345,30298364.0,83
11346,125500.0,5
11347,719000.0,6
11348,694499.0,7
11349,2177551.0,46
11350,232000.0,9
11351,103630200.0,28
11352,3824000.0,12
11353,877000.0,13
11354,110885750.0,71
11355,30001.0,2
11356,1668000.0,8
11357,100016604.0,56
11358,1330451.0,20
11359,2873736.0,21
11360,301345100.0,12
11361,4254005.0,25
11362,2019120.0,11
11363,1186000.0,11
11364,6650002.0,15
11365,298000.0,12
11366,508000.0,8
11367,169000.0,8
11368,8534401.0,41
11369,856900.0,16
11370,114051202.0,47
11371,212000.0,6
11372,2769100.0,28
11373,2515000.0,16
11374,151000.0,6
11375,120000.0,4
11376,300957800.0,13
11377,2483000.0,11
11378,100890391.0,24
11379,2194001.0,4
11380,2122000.0,6
11381,687492.0,6
11382,552000.0,7
11383,201000.0,4
11384,1353602.0,16
11385,1814592.0,28
11386,6233000.0,15
11387,153000.0,5
11388,51000.0,2
11389,505000.0,6
11390,324000.0,9
11391,161000.0,4
11392,19566000.0,18
11393,486501.0,10
11394,4324501.0,18
11395,479000.0,17
11396,519799.0,13
11397,3387558.0,38
11398,18994004.0,25
11399,25787402.0,79
11400,20563600.0,10
11401,2316688.0,33
11402,5598000.0,20
11403,430657.0,9
11404,311000.0,7
11405,53000.0,4
11406,2865110.0,15
11407,1928413.0,41
11408,15878100.0,25
11409,3594502.0,21
11410,98001.0,9
11411,7192000.0,23
11412,476299.0,16
11413,148800.0,5
11414,21488104.0,38
11415,21243000.0,26
11416,3992001.0,23
11417,200000.0,4
11418,2191702.0,26
11419,568300.0,11
11420,264000.0,6
11421,3432000.0,11
11422,470000.0,11
11423,1448000.0,30
11424,3012801.0,18
11425,565010.0,11
11426,680000.0,8
11427,491000.0,7
11428,564000.0,15
11429,738000.0,21
11430,11134430.0,22
11431,7941400.0,43
11432,11393303.0,72
11433,161000.0,5
11434,577100.0,17
11435,217004.0,14
11436,1187639.0,7
11437,5433001.0,14
11438,3901338.0,27
11439,1167000.0,13
11440,50000.0,1
11441,2459776.0,19
11442,200000.0,3
11443,2482002.0,26
11444,2428000.0,19
11445,1098100.0,25
11446,288000.0,1
11447,114735351.0,64
11448,2852000.0,7
11449,9027219.0,19
11450,10533150.0,27
11451,58165000.0,12
11452,243000.0,6
11453,22322702.0,33
11454,1933405.0,15
11455,3647314.0,12
11456,107352110.0,41
11457,3149000.0,30
11458,15911001.0,41
11459,1175113000.0,30
11460,2793000.0,20
11461,1378000.0,17
11462,21464001.0,54
11463,13863100.0,21
11464,101000.0,6
11465,12362559.0,41
11466,3911074.0,37
11467,3081002.0,28
11468,573000.0,7
11469,7300501.0,28
11470,16151201.0,10
11471,3886155.0,53
11472,406100.0,5
11473,887001.0,9
11474,198500.0,3
11475,2157100.0,17
11476,3622968.0,34
11477,86000.0,4
11478,1545000.0,26
11479,161000.0,5
11480,375000.0,9
11481,530209.0,14
11482,8885002.0,22
11483,5375002.0,27
11484,2123646.0,6
11485,559816555.0,41
11486,4989001.0,26
11487,1127000.0,7
11488,7316000.0,9
11489,2555501.0,37
11490,2966519.0,17
11491,1597000.0,13
11492,871000.0,7
11493,1079150.0,30
11494,13928101.0,39
11495,180000.0,6
11496,501000.0,11
11497,907000.0,12
11498,2902000.0,15
11499,14182002.0,27
11500,61000.0,3
11501,945000.0,19
11502,4815000.0,39
11503,4342000.0,20
11504,420010.0,8
11505,461000.0,5
11506,2222000.0,9
11507,2491000.0,7
11508,395000.0,18
11509,3758209.0,29
11510,795001.0,14
11511,245100.0,5
11512,454010.0,16
11513,448000.0,13
11514,50000.0,1
11515,1477000.0,11
11516,12321101.0,21
11517,1913001.0,25
11518,2982001.0,29
11519,732000.0,13
11520,102233001.0,34
11521,253000.0,11
11522,8671502.0,33
11523,610000.0,5
11524,626200.0,11
11525,207001.0,14
11526,1126100.0,21
11527,412010.0,6
11528,764100.0,11
11529,14492001.0,13
11530,539500.0,6
11531,8833201.0,30
11532,9842551.0,58
11533,1025223.0,13
11534,25878000.0,28
11535,3613001.0,39
11536,9684293.0,43
11537,6453100.0,16
11538,5461000.0,19
11539,100000.0,2
11540,17645201.0,36
11541,151000.0,3
11542,1334889.0,9
11543,114771300.0,64
11544,136131000.0,12
11545,280000.0,7
11546,1790150.0,17
11547,451000.0,7
11548,2507000.0,17
11549,288000.0,9
11550,2307200.0,12
11551,46799000.0,20
11552,5692032.0,38
11553,2000.0,2
11554,992000.0,11
11555,6240151.0,41
11556,0.0,0
11557,1368000.0,21
11558,1667502.0,16
11559,1334651.0,21
11560,120252466.0,37
11561,4727001.0,19
11562,1580500.0,13
11563,1523953.0,9
11564,1779006.0,22
11565,3183910.0,33
11566,3463252.0,25
11567,227999.0,10
11568,202000.0,6
11569,6828893.0,44
11570,10123001.0,27
11571,1239099.0,12
11572,3339000.0,20
11573,250001.0,7
11574,8383401.0,72
11575,1621001.0,16
11576,528100.0,9
11577,1825001.0,8
11578,3474000.0,25
11579,320000.0,5
11580,25571000.0,9
11581,2819000.0,27
11582,27848508.0,41
11583,2719051.0,29
11584,8539686.0,6
11585,74480102.0,24
11586,509001.0,16
11587,192000.0,9
11588,6369000.0,27
11589,847600.0,6
11590,2717563.0,39
11591,51484846.0,14
11592,4753000.0,20
11593,0.0,0
11594,3260000.0,7
11595,1452002.0,19
11596,67799057.0,32
11597,174000.0,4
11598,130000.0,4
11599,110000.0,3
11600,20014201.0,41
11601,1099000.0,18
11602,101000.0,3
11603,601000.0,5
11604,7777574.0,15
11605,1735000.0,13
11606,1381000.0,13
11607,301500.0,10
11608,0.0,0
11609,79900.0,2
11610,2972740.0,14
11611,622000.0,11
11612,180020.0,6
11613,5102092.0,34
11614,6193224.0,34
11615,472000.0,18
11616,1595000.0,16
11617,3000.0,3
11618,582000.0,10
11619,915000.0,8
11620,15376302.0,34
11621,1048500.0,5
11622,2502147.0,20
11623,430000.0,8
11624,272010.0,9
11625,2232000.0,20
11626,1608590.0,22
11627,168000.0,7
11628,111892751.0,29
11629,150001.0,2
11630,675000.0,6
11631,19071977.0,24
11632,550000.0,5
11633,1139000.0,23
11634,5390589.0,30
11635,362000.0,7
11636,20676150.0,21
11637,2461700.0,30
11638,108319300.0,50
11639,4973122.0,26
11640,429230939.0,50
11641,1469500.0,13
11642,2693000.0,26
11643,13073018.0,21
11644,141000.0,4
11645,420000.0,5
11646,824000.0,27
11647,13000.0,4
11648,1220001.0,7
11649,534375.0,5
11650,23500000.0,10
11651,621001.0,14
11652,658000.0,12
11653,2609800.0,14
11654,15998000.0,30
11655,112000.0,5
11656,100660000.0,5
11657,841000.0,8
11658,2204900.0,8
11659,5856397.0,45
11660,2875336.0,37
11661,1303000.0,11
11662,10927800.0,85
11663,1174000.0,18
11664,6860000.0,10
11665,2914302.0,20
11666,472000.0,12
11667,807000.0,11
11668,58811060.0,54
11669,4354889.0,14
11670,6728302.0,40
11671,685000.0,19
11672,7332603.0,34
11673,2125000.0,7
11674,603552.0,15
11675,8351160.0,22
11676,7639100.0,25
11677,2582000.0,28
11678,301010.0,5
11679,2800000.0,33
11680,1281000.0,6
11681,102566000.0,30
11682,2241251.0,25
11683,352000.0,7
11684,3073400.0,36
11685,1814200.0,39
11686,3990000.0,28
11687,2397320.0,15
11688,1951990.0,12
11689,801501.0,10
11690,329451.0,8
11691,339740.0,9
11692,51000.0,2
11693,3402000.0,9
11694,1641000.0,15
11695,10270000.0,27
11696,45010.0,5
11697,368120.0,8
11698,1305000.0,6
11699,7597051.0,35
11700,3087000.0,13
11701,77000.0,5
11702,7408002.0,18
11703,66000.0,3
11704,150500.0,4
11705,9910350.0,33
11706,1266000.0,5
11707,17444222.0,20
11708,10476100.0,24
11709,105136003.0,33
11710,32808302.0,50
11711,183000.0,5
11712,18623000.0,16
11713,14286638.0,40
11714,207500.0,8
11715,4520000.0,3
11716,855800.0,11
11717,65123400.0,36
11718,201800.0,7
11719,225000.0,5
11720,101000.0,3
11721,941850.0,17
11722,821000.0,10
11723,1376010.0,8
11724,509500.0,6
11725,106337454.0,16
11726,163000.0,10
11727,638000.0,11
11728,849450.0,15
11729,506510.0,10
11730,143120.0,5
11731,41670916.0,77
11732,723000.0,8
11733,1975901.0,27
11734,300000.0,4
11735,1202100.0,12
11736,7795004.0,20
11737,160000.0,4
11738,558700.0,11
11739,8808000.0,17
11740,1391600.0,18
11741,1500644.0,17
11742,758500.0,7
11743,834081.0,9
11744,1971696.0,27
11745,403000.0,9
11746,7447004.0,26
11747,1018490.0,7
11748,3951002.0,23
11749,4792001.0,47
11750,8737320.0,9
11751,1052000.0,10
11752,557470956.0,24
11753,291010.0,5
11754,948572.0,27
11755,502000.0,10
11756,450401.0,16
11757,1525500.0,26
11758,602101.0,16
11759,75000.0,2
11760,689100.0,12
11761,506000.0,9
11762,1183601.0,15
11763,105672601.0,50
11764,202000.0,6
11765,2121000.0,4
11766,5450692.0,62
11767,11000.0,2
11768,1373703.0,34
11769,5935490.0,14
11770,361000.0,4
11771,1076000.0,7
11772,1810010.0,24
11773,676000.0,5
11774,1612000.0,18
11775,680000.0,4
11776,645000.0,6
11777,418491.0,9
11778,980001.0,9
11779,937000.0,14
11780,3237000.0,22
11781,380000.0,7
11782,90500.0,6
11783,1280339.0,16
11784,2389000.0,26
11785,4422900.0,18
11786,106678892.0,41
11787,549351.0,8
11788,244500.0,7
11789,1036000.0,10
11790,3146287.0,26
11791,2763222.0,10
11792,1341000.0,10
11793,617000.0,10
11794,3440000.0,9
11795,203000.0,5
11796,8660455.0,63
11797,3552201.0,39
11798,1433190.0,21
11799,446607.0,9
11800,3594701.0,31
11801,26100000.0,22
11802,168000.0,6
11803,923000.0,15
11804,25731692.0,55
11805,455880.0,5
11806,330010.0,10
11807,1478000.0,15
11808,633000.0,17
11809,3084001.0,24
11810,60000.0,2
11811,224500.0,13
11812,1963000.0,8
11813,630000.0,6
11814,525000.0,16
11815,322001.0,9
11816,35662397.0,51
11817,2168600.0,16
11818,281000.0,7
11819,3161103.0,34
11820,1816750.0,15
11821,3624002.0,28
11822,423500.0,7
11823,6656000.0,16
11824,2578700.0,25
11825,1288101.0,9
11826,472500.0,11
11827,898002.0,17
11828,14037201.0,28
11829,104961100.0,31
11830,639000.0,9
11831,1135001.0,17
11832,2161000.0,18
11833,2186700.0,19
11834,4116592.0,48
11835,946000.0,18
11836,1060000.0,2
11837,2112000.0,13
11838,232100.0,10
11839,4116029.0,43
11840,3280901.0,39
11841,449084.0,11
11842,566000.0,10
11843,3989200.0,65
11844,1944400.0,24
11845,7004921.0,51
11846,3467201.0,30
11847,962000.0,12
11848,5899002.0,48
11849,6064000.0,15
11850,378000.0,13
11851,251000.0,4
11852,27000.0,3
11853,102913000.0,19
11854,434900.0,10
11855,100000.0,1
11856,37642580.0,61
11857,302000.0,9
11858,3951000.0,15
11859,13100501.0,26
11860,104360750.0,34
11861,267621.0,10
11862,104391100.0,11
11863,23900202.0,11
11864,2629572.0,17
11865,1254000.0,13
11866,2176000.0,13
11867,329700.0,8
11868,2065002.0,31
11869,5662000.0,14
11870,3242001.0,12
11871,705000.0,10
11872,17401100.0,36
11873,3310800.0,26
11874,126000.0,5
11875,588500.0,10
11876,790500.0,12
11877,533000.0,4
11878,151100.0,8
11879,2327196.0,23
11880,3299230.0,16
11881,2119122.0,10
11882,403000.0,7
11883,1827352.0,20
11884,575000.0,7
11885,1354100.0,19
11886,1037120.0,23
11887,3376400.0,10
11888,2808000.0,17
11889,281500.0,7
11890,2894501.0,38
11891,25489000.0,30
11892,72202200.0,53
11893,4122367.0,49
11894,5099849.0,14
11895,2428509.0,16
11896,2257000.0,15
11897,25360115.0,85
11898,1731000.0,7
11899,22762244.0,46
11900,12914502.0,29
11901,862001.0,27
11902,10085000.0,21
11903,936900.0,10
11904,491000.0,11
11905,106000.0,3
11906,2490248.0,26
11907,1023631.0,4
11908,9010003.0,18
11909,1111000.0,9
11910,3456200.0,26
11911,3387000.0,9
11912,3993000.0,22
11913,62000.0,4
11914,76000.0,4
11915,240902.0,10
11916,401200.0,14
11917,3885101.0,16
11918,1012000.0,4
11919,162000.0,6
11920,53004100.0,39
11921,16126651.0,17
11922,351807713.0,214
11923,2142471.0,25
11924,1665580.0,4
11925,150000.0,3
11926,285500.0,7
11927,971000.0,10
